b0_xanS_all,b0_mel0_all,center_stripe_rad_all,xanSmel_density_all,melxanS_density_all,mean_mel_space_all,var_mel_space_all,mean_xanC_space_all,var_xanC_space_all,mean_xanS_space_all,var_xanS_space_all,mean_melxanC_space_all,var_melxanC_space_all,mean_melxanS_space_all,var_melxanS_space_all,mel_CV_all,mean_pca_ratio_mel_all,med_pca_ratio_mel_all,alignment_score_all,mel_med_cluster_size_all,mel_mean_cluster_size_all,mel_cluster_size_75_all,annulus_In_MB
0,0,0,0,0,0,0,47.3791501102782,98.1507917022613,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,46.7737308602876,105.652669135678,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.6755869515871,91.0839409127243,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.2452730122174,93.6268012773925,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.1337330454376,96.6620968815529,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.4962663302199,88.1983957868757,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.3603297079433,94.6601441473284,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.2516260182441,85.1220575989437,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.0809720218892,99.8032117814231,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.2019877864975,94.6089882161909,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.3858529500721,96.8923535162618,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.4079054417529,92.8348492420547,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.6428920420961,88.1845863157486,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.6929257933795,79.6286911505895,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.0143575402628,106.944310450494,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.4351315683938,98.8153425805344,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.3285940693314,88.6131727417737,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.522450226457,95.2106482920182,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.1233810826033,79.9991031387102,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.1379018348449,99.9369008039883,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.132810453499,88.8776216934934,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
0,0,0,0,0,0,0,47.4182513051329,86.5588652287503,0,0,0,0,0,0,0,NaN,NaN,-1,0,0,0,35
